95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.38;746.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;big
100;3535.00;9.50;845.00;big
101;4253.00;9.50;852.00;big
101;4106.00;9.50;810.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3381.00;9.50;244.00;big
103;3457.00;9.50;353.00;big
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1515.00;9.50;919.00;big
107;1439.00;9.50;995.00;big
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;672.00;9.50;120.00;big
112;268.00;9.50;147.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;342.00;9.50;1730.00;big
114;642.00;9.50;1686.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3571.00;14.32;1235.00;big
116;3702.00;12.07;1185.00;big
117;1594.00;10.57;1533.00;big
117;1508.00;10.40;1405.00;big
118;934.00;9.82;1488.00;big
118;907.00;12.75;1633.00;big
119;1292.00;10.00;1409.00;big
119;1189.00;13.00;1439.00;big
120;1254.00;11.20;1549.00;big
120;1148.00;13.50;1624.00;big
121;1566.00;10.23;1652.00;big
121;1749.00;11.68;1819.00;big
122;1176.00;11.15;1859.00;big
122;907.00;12.95;1811.00;big
123;1238.00;13.70;1184.00;big
123;1249.00;12.95;1244.00;big
124;1603.00;17.00;887.00;big
124;1729.00;9.70;989.00;big
125;2068.00;11.93;527.00;big
125;2180.00;10.70;737.00;big
126;2910.00;13.95;1233.00;big
126;3132.00;11.23;1166.00;big
127;3031.00;10.85;1047.00;big
127;2737.00;11.15;1020.00;big
128;3270.00;9.80;1142.00;big
128;3317.00;10.60;986.00;big
129;3292.00;13.00;1301.00;big
129;3418.00;14.43;1310.00;big
130;3286.00;10.43;1511.00;big
130;3381.00;9.80;1497.00;big
131;3334.00;10.00;1602.00;big
131;3261.00;9.88;1592.00;big
132;3342.00;10.48;1772.00;big
132;3313.00;10.30;1689.00;big
133;3408.00;10.00;1560.00;big
133;3460.00;10.40;1634.00;big
134;3551.00;9.98;1332.00;big
134;3496.00;13.65;1363.00;big
135;3515.00;10.20;1435.00;big
135;3437.00;9.78;1428.00;big
136;3790.00;9.80;1528.00;big
136;3652.00;9.60;1499.00;big
137;3594.00;10.65;1542.00;big
137;3497.00;9.80;1517.00;big
138;3721.00;12.43;1664.00;big
138;3713.00;16.12;1573.00;big
139;3074.00;14.12;278.00;big
139;3222.00;13.78;187.00;big
140;2649.00;11.15;831.00;big
140;2872.00;10.88;803.00;big
141;4174.00;9.95;1039.00;big
141;4239.00;10.38;1057.00;big
142;4410.00;9.82;879.00;big
142;4361.00;9.70;924.00;big
143;4642.00;13.07;1362.00;big
143;4617.00;9.70;1280.00;big
144;4460.00;13.03;1304.00;big
144;4480.00;12.93;1201.00;big
145;4051.00;12.62;1302.00;big
145;4189.00;13.65;1384.00;big
146;4012.00;21.05;1219.00;big
146;4159.00;23.27;1138.00;big
147;3989.00;10.32;1822.00;big
147;4310.00;11.43;1890.00;big
148;4780.00;10.20;1597.00;big
148;4905.00;12.60;1552.00;big
149;4810.00;10.90;1743.00;big
149;5243.00;10.85;1816.00;big
150;3447.00;9.90;1745.00;big
150;3654.00;9.90;1829.00;big
151;4105.00;10.62;1624.00;big
151;4251.00;10.80;1677.00;big
152;4311.00;14.85;1502.00;big
152;4490.00;13.45;1451.00;big
153;4053.00;10.15;1084.00;big
153;3948.00;9.80;1029.00;big
154;4991.00;12.10;1283.00;big
154;4882.00;11.28;1209.00;big
155;4822.00;11.30;1426.00;big
155;4730.00;10.25;1381.00;big
156;4684.00;10.40;192.00;big
156;4928.00;9.50;180.00;big
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4525.00;12.10;534.00;big
158;4698.00;10.38;511.00;big
159;4561.00;10.45;641.00;big
159;4630.00;10.43;702.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2543.00;11.18;1907.00;big
161;2505.00;12.10;1891.00;big
162;3814.00;11.85;1184.00;big
162;3884.00;18.85;1231.00;big
163;1825.00;9.85;649.00;big
163;1924.00;10.10;869.00;big
164;4651.00;11.15;1112.00;big
164;4610.00;9.70;1191.00;big
165;4555.00;12.30;1051.00;big
165;4452.00;13.25;1079.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4972.00;15.90;592.00;big
167;5093.00;10.80;525.00;big
168;3093.00;9.50;1316.00;big
168;3036.00;9.50;1383.00;big
169;2952.00;13.10;1327.00;big
169;2945.00;11.82;1367.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;387.00;9.50;1901.00;big
171;815.00;9.60;1749.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2901.00;9.50;1649.00;big
173;2883.00;9.50;1720.00;big
174;2955.00;9.50;1921.00;big
174;2882.00;9.50;1747.00;big
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;109.00;9.98;430.00;big
178;5579.00;9.75;363.00;big
179;461.00;11.62;366.00;big
179;329.00;9.50;445.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;3510.00;11.90;308.00;big
181;3544.00;10.28;389.00;big
182;2654.00;13.98;1119.00;big
182;2731.00;15.00;1212.00;big
183;3284.00;11.88;734.00;big
183;3108.00;10.60;823.00;big
184;3030.00;11.50;679.00;big
184;3122.00;12.82;501.00;big
185;3318.00;11.07;406.00;big
185;3322.00;12.98;588.00;big
186;4799.00;11.57;1257.00;big
186;4784.00;13.80;1327.00;big
187;4377.00;9.90;660.00;big
187;4435.00;9.70;596.00;big
188;4400.00;10.07;704.00;big
188;4359.00;11.05;781.00;big
189;4308.00;11.65;1025.00;big
189;4305.00;10.62;933.00;big
190;3934.00;9.90;1175.00;big
190;3861.00;11.28;1093.00;big
191;3187.00;11.55;1983.00;big
191;3048.00;9.50;1916.00;big
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4887.00;10.20;433.00;big
193;4762.00;9.65;383.00;big
194;5078.00;10.00;332.00;big
194;5081.00;10.05;131.00;big
195;5015.00;9.80;238.00;big
195;4809.00;10.70;285.00;big
196;3448.00;12.40;1089.00;big
196;3612.00;9.90;984.00;big
197;1647.00;11.53;1593.00;big
197;1757.00;9.90;1667.00;big
198;1434.00;10.10;1578.00;big
198;1405.00;11.78;1444.00;big
199;1028.00;16.75;1630.00;big
199;1072.00;15.48;1472.00;big
200;4307.00;21.15;1226.00;big
200;4382.00;19.50;1189.00;big
201;1739.00;20.60;572.00;big
201;1635.00;10.12;718.00;big
202;3192.00;11.18;1236.00;big
202;3216.00;9.50;1293.00;big
203;3683.00;9.80;1074.00;big
203;3609.00;9.50;1085.00;big
204;1175.00;15.60;1291.00;big
204;1060.00;9.88;1353.00;big
205;1321.00;10.07;1137.00;big
205;1400.00;9.93;1141.00;big
206;3111.00;9.50;1646.00;big
206;3047.00;9.50;1626.00;big
207;2976.00;9.50;1626.00;big
207;2962.00;9.50;1693.00;big
208;2817.00;9.93;1500.00;big
208;2789.00;10.05;1501.00;big
209;3073.00;10.55;1509.00;big
209;3030.00;10.93;1521.00;big
210;3167.00;9.70;1627.00;big
210;3152.00;10.40;1648.00;big
211;3126.00;9.80;1602.00;big
211;3060.00;9.73;1582.00;big
212;3316.00;9.70;1466.00;big
212;3347.00;9.70;1444.00;big
213;2962.00;9.70;1608.00;big
213;2949.00;10.28;1645.00;big
214;2910.00;12.35;1469.00;big
214;2894.00;10.80;1498.00;big
215;2900.00;9.60;1570.00;big
215;2878.00;9.60;1554.00;big
216;3086.00;10.50;1535.00;big
216;3058.00;10.00;1547.00;big
217;2791.00;14.23;1325.00;big
217;2818.00;11.28;1359.00;big
218;2735.00;11.30;1324.00;big
218;2742.00;12.50;1365.00;big
219;2790.00;9.80;1470.00;big
219;2758.00;10.53;1481.00;big
220;2801.00;10.10;1436.00;big
220;2813.00;10.20;1396.00;big
221;2758.00;11.93;1291.00;big
221;2692.00;10.07;1290.00;big
222;3056.00;12.70;1473.00;big
222;3018.00;13.28;1459.00;big
223;3218.00;9.90;1371.00;big
223;3179.00;12.75;1376.00;big
224;2741.00;11.82;1535.00;big
224;2762.00;10.43;1546.00;big
225;2741.00;11.38;1565.00;big
225;2754.00;12.10;1581.00;big
226;4447.00;10.05;977.00;big
226;4475.00;10.15;856.00;big
227;3762.00;9.80;1302.00;big
227;3683.00;9.80;1382.00;big
228;3976.00;12.25;1362.00;big
228;3852.00;13.68;1326.00;big
229;3900.00;10.38;1512.00;big
229;4039.00;10.18;1491.00;big
230;4560.00;11.28;1652.00;big
230;4406.00;10.88;1604.00;big
231;4603.00;11.65;1547.00;big
231;4660.00;11.93;1585.00;big
232;4972.00;12.45;1494.00;big
232;4900.00;11.35;1419.00;big
233;5368.00;10.20;1777.00;big
233;5258.00;12.20;1640.00;big
234;3194.00;9.82;1605.00;big
234;3199.00;9.80;1631.00;big
235;2934.00;12.05;1489.00;big
235;2918.00;10.98;1523.00;big
